Date,RANDWICK SO2 24h maximum [pphm],LIVERPOOL SO2 24h maximum [pphm],NEWCASTLE SO2 24h maximum [pphm],WOLLONGONG SO2 24h maximum [pphm],PARRAMATTA NORTH SO2 24h maximum [pphm],PENRITH SO2 24h maximum [pphm],RANDWICK NO 24h maximum [pphm],LIVERPOOL NO 24h maximum [pphm],NEWCASTLE NO 24h maximum [pphm],WOLLONGONG NO 24h maximum [pphm],PARRAMATTA NORTH NO 24h maximum [pphm],PENRITH NO 24h maximum [pphm],RANDWICK NO2 24h maximum [pphm],LIVERPOOL NO2 24h maximum [pphm],NEWCASTLE NO2 24h maximum [pphm],WOLLONGONG NO2 24h maximum [pphm],PARRAMATTA NORTH NO2 24h maximum [pphm],PENRITH NO2 24h maximum [pphm],RANDWICK OZONE 24h maximum [pphm],LIVERPOOL OZONE 24h maximum [pphm],NEWCASTLE OZONE 24h maximum [pphm],WOLLONGONG OZONE 24h maximum [pphm],PARRAMATTA NORTH OZONE 24h maximum [pphm],PENRITH OZONE 24h maximum [pphm],RANDWICK PM10 24h maximum  ,LIVERPOOL PM10 24h maximum  ,NEWCASTLE PM10 24h maximum  ,WOLLONGONG PM10 24h maximum  ,PARRAMATTA NORTH PM10 24h maximum  ,PENRITH PM10 24h maximum  ,RANDWICK PM2.5 24h maximum  ,LIVERPOOL PM2.5 24h maximum  ,NEWCASTLE PM2.5 24h maximum  ,WOLLONGONG PM2.5 24h maximum,PARRAMATTA NORTH PM2.5 24h maximum ,PENRITH PM2.5 24h maximum  ,LIVERPOOL CO 24h maximum [ppm],NEWCASTLE CO 24h maximum [ppm],WOLLONGONG CO 24h maximum [ppm],PARRAMATTA NORTH CO 24h maximum [ppm],PENRITH CO 24h maximum [ppm]
10/11/2020,0.2,0.3,0.2,0.1,0.3,0.4,3.9,9.7,3.3,4.2,10.1,3.6,1.8,1.8,1.6,1.5,1.8,1.1,2.6,3.7,2.4,3,3.4,4.1,22.5,30,20.3,23.3,25.7,30.7,15.6,14.4,10.5,19.7,6.2,11.1,0.2,0.2,0.2,0.2,0.2
11/11/2020,0.1,0.8,0.1,1.1,0.6,0.5,2.7,11.9,2.5,1.2,9,2.7,1.3,2.7,1.2,1.8,1.7,1.5,2.6,3.6,2.5,2.4,4.1,4.5,21.7,34.5,,38.2,29.5,39.3,14.7,18.4,,15.9,11,14.6,0.2,0.3,0.2,0.3,0.2
12/11/2020,0.5,0.4,2.7,0.4,0.7,0.1,0.6,7,1.3,0.5,4.8,,0.7,1.9,1.4,1.3,1.9,1.3,3.9,4.2,2.9,4.2,3.8,3.6,34,47.3,,58.1,50.7,53.3,36.5,16.8,,21.2,13.9,16.6,0.1,0.4,0.2,0.3,0.3
13/11/2020,0.2,0.1,0.4,0.2,0.1,0,0.3,3.1,0.8,0.3,0.4,0.2,1.4,2.7,1.7,1.7,1.8,1.2,3.9,3.8,3.2,4,3.6,3.6,28.2,34.4,26.4,34,29.2,24.5,13.7,15.1,15.3,24.5,10.4,19.1,0.1,0.3,0.2,0.2,0.3
14/11/2020,0.2,0,0.3,0.2,0.1,0.2,0.4,4.2,1.1,2,2,1.1,1.6,2.1,1.4,1.9,1.1,1,3.4,3.6,3.8,3,4.9,3.5,29.2,30.5,23.8,37.7,34.7,21.1,22.8,21.1,18.8,13.9,,14.5,0.2,0.3,0.3,0.3,0.3
15/11/2020,0.5,0.3,0.6,0.2,0.3,0.4,0.6,1.8,2,0.8,0.8,0.3,0.6,3,1.3,1.7,1.9,1.1,3.7,5.1,3.6,3.7,5.4,5.5,29.4,38.8,28.7,40.9,62.5,27.4,22.9,23.5,16.1,20.8,,13.9,0.2,0.3,0.2,0.2,0.2
16/11/2020,0.5,0.2,2.7,1.1,0.3,0.2,0.3,6.4,1.2,0.6,4,1,2.5,2.4,1.9,2.7,2.5,1.1,6.2,5.5,4.3,6.1,4.7,4.8,59.9,51.5,60.1,81.2,76.7,45.2,36.9,27,,24,,21.8,0.2,0.4,0.3,0.3,0.2
17/11/2020,0.1,0.1,0.1,0.1,0,0.1,,0.9,1.1,0.1,0.3,0.7,0.3,2.2,0.1,0.8,0.9,1.4,3.3,3,2.9,2.7,3.3,4.2,45.2,56.1,50.8,46.2,63.7,48.7,20.7,23,,27,19.3,20.3,0,0.3,0.2,0.2,0.1
18/11/2020,0.1,0,0.1,0.1,0.1,0.3,0.3,0.7,0.3,0.7,0.2,1,0.3,1.3,0.1,1.5,0.7,1.4,2.5,3.1,2.6,2.3,3.3,4.2,32.6,34.5,33.5,31.3,33.8,27.7,24.3,17.1,14.4,29.6,10.6,17.3,1,0.3,0.2,0.2,0.1
19/11/2020,0.1,0.3,0.1,0.4,0.6,0.4,1.8,11.7,0.8,0.3,7.7,2.9,1.2,2.3,0.5,1.1,1.8,1,2.4,3.5,2.2,2.4,2.6,4.2,28.7,41.9,45,37.1,35.6,44.4,18.9,18.7,19.9,22.6,8,12.4,0.8,0.2,0.1,0.2,0.2
20/11/2020,0.3,0.4,2.1,0.8,0.4,0.7,0.7,6.7,1.1,0.8,4.8,1.7,0.6,2.3,2.1,1.6,2.5,1.1,4.1,6.8,2.9,4.2,5,5,49,,44.8,73,93.7,98.7,27.9,23.2,23,23.4,25.3,34.3,0.1,0.3,0.2,0.3,0.2
21/11/2020,0.1,0.1,0.1,0.8,0,0.2,0,0.1,0.1,0.1,0.1,0.7,0.1,1.1,0.3,1.3,0.5,1.2,3.5,3.5,3.3,3.1,3.9,5.6,44,43.7,46.1,46.9,51.2,100.8,32.8,19.3,25.8,31.4,21.7,32.1,0.1,0.3,0.2,0.3,0.2
22/11/2020,0.6,0.1,0.4,0.2,0,0.2,0.2,0.3,1.4,0.9,0.1,0.2,1,2.2,2.4,2.8,0.8,0.6,4.1,5.5,3,3.8,5,3.1,47.5,41.8,36.9,64.1,48.2,32.5,22.3,15.8,23.9,29.4,16.6,12.5,0.1,0.3,0.3,0.3,0.2
23/11/2020,0.2,0.1,0.3,0.7,0.1,0.1,2,1.6,0.5,0.3,1.7,0.5,2.2,2.6,2.1,2.1,2,1,3.9,3,3.5,3.5,3.1,4,25.6,29.4,34.6,31,40.6,19.2,29.9,13.6,16.3,24.1,15.8,12.1,0.1,0.3,0.4,0.3,0.2
24/11/2020,0.1,0.1,0.1,0.7,0.2,0.1,0.1,3.5,0.1,0.5,11.9,2.8,0,2.2,0.1,0.9,2.1,0.9,3.7,2.7,3.7,2.5,3,3.5,23.8,25.7,34.4,30.8,42.6,40.2,15.7,13.9,14.3,10.3,9,12.8,0.1,0.2,0.3,0.3,0.2
25/11/2020,0.2,1,0.1,0.3,0.5,0.9,1.2,1.6,1.4,0.7,0.7,0.8,1.3,1.9,1,1.3,1.5,1.4,2.4,3.2,2.6,2.5,3.2,3.5,16.7,29.8,23.9,30.3,19.5,24,17.4,14.3,14,18,9,10.2,0,0.2,0.2,0.2,0.1
26/11/2020,1,0.6,1.4,1.2,0.5,2,1.4,11.7,3.2,4.3,11.2,4.3,1.2,2.3,1.5,2,2.3,1.5,4.4,5.9,3,4.7,6.6,6.5,51.7,46.5,47.7,57.5,81,68.6,22.4,,16.4,17.1,17.9,23.1,0.1,0.3,0.2,0.3,0.1
27/11/2020,0.3,0.3,0.1,0.5,1.2,0.5,0.4,0.3,,0.5,0.7,0.3,0.5,2.2,1.3,1.9,2.2,1.4,2.7,4.7,2.8,2.3,4.5,4.5,54.8,56.1,,53.8,85.3,55,23.8,20.6,,26.7,15.8,19,0.1,0.2,0.2,0.3,0.1
28/11/2020,0.4,0.2,0.9,0.3,0.5,0.2,1.4,2.8,1.5,0.2,1.8,0.5,1.7,2.3,2.1,1.8,1.9,1.3,5.4,6,7.1,4.7,4.9,5.1,86.1,66.7,90,98.1,74.1,59.8,27.3,19.8,18.2,31.8,15.7,18,0.1,0.3,0.2,0.3,0.2
29/11/2020,0.2,0.1,0.4,1,0.1,0.1,0,0,1.8,0.7,0,,0.9,0.3,2.4,2.2,0.7,0.3,4.4,4.1,4.7,4.2,4.4,4.3,79.5,77.7,122.7,84.3,108.5,57.6,35.4,15.9,36.3,16,18.6,,0.1,0.3,0.4,0.3,0.1
30/11/2020,0.1,0,0.1,0.1,0,0.2,0,0.1,0.2,0.1,0.2,0.8,-0.1,0.6,0.1,0.4,0.4,1,2.4,2.6,2.6,2.2,2.7,3.2,36.3,45.4,62.2,52.3,48.1,36.8,26.4,13.3,15.6,11.6,17.2,,0,0.2,0.3,0.2,0.1
1/12/2020,0.2,0.2,0.1,0.2,0.1,0.4,0.2,1,0.4,0.3,4.1,0.4,0.8,2.3,0.9,1.4,1.8,1.4,3.4,4.8,3.1,3.4,4.9,4,77.2,100.6,89.4,69.4,105.1,102.2,47.7,32.9,39.5,23,24.9,,0.1,0.3,0.2,0.3,0.2
2/12/2020,0.1,0,0,0,0,0.1,,1,0.1,,0.3,0.4,1,2.2,0.9,0.4,1.5,0.8,2.6,2.4,2.4,2.4,2.5,3,50.7,56.4,57.1,,55.8,48.2,26.4,27.4,19.9,,20.5,,0.1,0.3,0.1,0.3,0.2
3/12/2020,0.5,0.1,0.1,0.1,0.1,0.3,0.1,1.2,0.7,1.5,1.1,0.5,0.8,1.7,1,1.7,1.5,1.1,2.5,1.9,2.4,2.3,2.2,2.2,39.5,35.6,40,40.5,34.7,31.5,18.7,18.7,13.5,17.5,10,,0,0.3,0.2,0.2,0.1
4/12/2020,0.7,0.1,0.1,1.3,0.2,0.4,2,2,0.4,0.9,1.2,1.8,1.3,1.6,1.5,1.6,1.3,1.1,3.9,4.3,4.7,3.8,5.7,5.1,68.6,80.2,70.7,60.2,44.6,,37.8,19.7,23.3,17.6,19.2,,0.1,0.3,0.4,0.2,0.1
5/12/2020,0.3,0.1,0.2,0.4,0.1,0.3,0,0.2,0.3,0.2,0.1,0.2,0.5,0.9,1.1,1.6,0.6,0.5,3.3,3.3,3.5,3,3.7,3.7,35.4,62.1,40.4,41.8,38.5,,24.9,17.9,24.8,17.2,14.9,,0,0.3,0.5,0.2,0.1
6/12/2020,0.1,0.1,0.6,0,0.1,0.1,0,0.1,0.3,0.2,0,0.1,1,1.1,0.8,0.9,1,0.3,3.5,3.2,4.1,3.2,3.4,3.3,30.3,37.3,37.4,29.8,37.1,,12.4,20.6,15.1,15.4,11.7,,0.1,0.3,0.2,0.2,0.1
7/12/2020,0.3,0.1,0.7,0.1,0.1,0.1,0.6,5.8,2.8,1.6,0.6,0.5,1.6,2.6,2.2,2,1.9,0.7,3.6,3.1,4,4.6,3.3,3.1,62.9,29.9,57.5,85.7,29.2,,19.2,19.1,13.3,15,8.7,,0.1,0.2,0.1,0.1,0.1
8/12/2020,0.1,0,1.4,0.1,0.1,0.4,0.3,0.5,0.2,0.2,0.2,1,0.3,2.1,0.9,0.4,1.1,0.8,2.3,2.2,2.8,2.2,2.6,2.6,23.4,41.7,33.5,23.7,33.4,60.6,18,13.5,14.7,16.3,9.1,19.4,0,0.2,0.1,0.1,0.1
9/12/2020,0.1,0.3,0.5,0.1,0.3,0.3,2.4,5.3,3.1,1.9,6.7,1.7,1.6,2,1.5,1.8,2.1,1.2,3.6,4.2,3.4,4,4.3,4.3,30,58.1,31.9,32,88.1,92.1,13.4,16.4,19.1,14.2,11.4,16.8,0.1,0.2,0.1,0.2,0.1
10/12/2020,0.8,0.5,1.5,1,0.4,1,2.8,8.1,2.3,4,6.6,,1.7,2.9,1.6,2.5,2.7,1.5,3.1,3.2,3.6,2.5,3.4,2.9,46.6,86.7,43.4,106.3,106.7,39.7,17.6,20.4,20.9,14.5,14.6,25.4,0.1,0.3,0.5,0.3,0.1
11/12/2020,0.1,0,0,0.7,0,0.6,0.1,0.4,0.1,0.7,0.4,1.7,0,1.1,-0.1,1.2,0.8,1.2,2.4,2.1,2.1,2.1,2.3,2.4,28.3,25.1,38.4,34.8,42.4,44.5,16.9,14.4,10.7,15.7,8.5,13.9,0,0.2,0.4,0.1,0.1
12/12/2020,0.1,0,0.1,0.2,0,0.3,0,0.7,0.1,0.2,0.4,1.3,0,1.5,0,0.7,1.1,1.2,2.2,2.2,2.1,2,2.3,2.5,27.6,28.4,31.3,35,29.2,15.4,15.9,18.2,14.8,17.3,9,8.9,0,0.2,0.2,0.1,0.1
13/12/2020,0.1,0.1,0.1,0.5,0,0.2,0,1.2,0,0.5,1,0.5,0,0.9,0.1,0.6,0.7,0.4,2.1,2.1,2,1.9,2.2,2.4,21.5,20.9,24.1,24.5,18.8,15.6,25.5,17.4,12.3,12.3,3.9,11.7,0,0.2,0.2,0.2,0.1
14/12/2020,0.1,0,0,0,0.1,0.2,0.6,1.5,0.4,1.7,1.7,1.4,0.2,1.5,0.3,1.4,1.3,0.9,2,1.8,1.8,2,2.1,2,32.7,40.2,44.8,47.2,30.2,23.1,23.5,,15.3,13.8,10.1,11.6,0,0.2,0.1,0.2,0.2
15/12/2020,0.1,0,0,0,0,0.1,0,1.1,0.2,0.3,1.3,2.1,0.2,1.3,0.2,0.8,1.4,1,1.9,1.2,1.8,1.6,1.7,1.7,35.7,25.9,39.4,67.7,29.5,16.2,19.6,10.5,25.1,15.5,11.9,11.5,0,0.2,0.2,0.2,0.1
16/12/2020,0.1,0.6,0.1,0,0.4,0.1,0.2,1.5,,0.2,0.7,0.7,0.1,1.4,0.6,0.5,0.9,0.9,1.9,3.3,1.6,1.8,3.6,2.9,31.4,28.9,47.5,40.6,27.7,21.3,17.5,21.1,14.6,23.5,12.8,10.8,0.1,0.2,0.1,0.3,0.2
17/12/2020,0.6,0.2,0.9,0.2,0.5,0.1,0.9,1,1.4,1.1,1.4,,1.2,2.3,1.2,1.8,2,0.4,3.1,4.8,2.2,3.3,5,3.7,57.8,26.1,48.5,81.9,37.9,19.3,21.9,18.5,13,30.9,11.7,17.6,0.1,0.3,0.2,0.3,0.2
18/12/2020,0.1,0.1,0.4,1.4,0.1,0.1,2.7,3.3,1.7,0.8,1.4,1.8,2.4,2.1,1.5,1.9,1.6,0.8,4,4.3,3.5,3.5,3.7,3.8,46.7,35.1,27.9,55.1,36.4,39,16.8,15.4,8.2,20.7,11.8,18.6,0.1,0.3,0.5,0.3,0.2
19/12/2020,0.1,0,0,0.4,0,0.3,0,0.1,0,0.6,0.1,0.9,0.5,1.1,0,0.9,0.9,0.7,2.2,1.9,3.1,1.7,2.2,2,29.9,26.8,49.4,36.2,34.1,23.7,16.5,14.9,13.9,17.3,13.4,13.9,0,0.3,0.5,0.2,0.1
20/12/2020,0.2,0,0,0.1,0,0.1,0.3,0.3,0.1,0.5,0.2,0.4,0.4,1.2,0.6,1.4,0.6,0.3,2.2,2.7,2.3,2.1,2.9,3.1,16.9,17.9,35.7,23.1,13.9,13.9,11,12.9,15.3,12.2,8.1,5.9,0.1,0.2,0.2,0.3,0.2
21/12/2020,0.2,0.1,0.1,0.1,0.1,0.6,0.1,3.9,0.4,2.4,6.5,1.2,0.6,1.7,0.9,1.3,1.6,1.1,3.1,2.2,2.7,2.8,2.7,2.5,30.5,107.5,29.1,23.4,28.6,16.2,24,19.6,7.7,16,6.5,9.1,0.1,0.2,0.2,0.3,0.2
22/12/2020,0.2,0,0,0.1,0.1,0.2,2.2,0.9,0.3,1.6,1.2,0.8,1.8,1.8,0.8,2,1.8,0.6,3.2,2.9,3.1,2.8,3.1,2.9,16.8,13.8,11.1,16.5,15.4,15.3,15.6,10.4,7.2,12.2,6.1,7.6,0,0.2,0.2,0.3,0.1
23/12/2020,0.1,0,0.9,0.1,0.1,0.2,0.3,0.5,0.7,0.7,1.9,1.7,0.5,1.5,1.1,1.5,1.9,1.6,3,3,3.2,2.8,3,3.3,33.1,21.5,37.7,32.8,24.2,19.2,12.7,9.4,14.8,11.2,7.9,7.8,0,0.2,0.1,0.2,0.1
24/12/2020,0.3,0.2,0.1,0.5,0.2,0.7,0.3,4.3,1.1,0.4,3.1,1.3,0.5,1.5,1,1.1,1.1,1,3.1,4,2.2,3.1,3.7,2.8,38.8,46.6,37.5,41.8,33.5,36.1,10.7,14,17.7,14,16.7,12.3,0.1,0.2,0.1,0.2,0.2
25/12/2020,0.1,0,0,0.6,0,0.7,0,0.1,0,0.6,0,0.8,0.2,0.4,0.2,1.4,0.2,1.2,2.1,2.1,2,1.8,2.1,1.9,23.2,24.6,42.3,27,28,26.5,34.8,17.8,11.4,18,9.2,14.1,0,0.2,0.3,0.2,0.2
26/12/2020,0.1,0,0,0.2,0,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.8,0.9,0.7,0.5,0.7,0.4,2.3,2.4,2.3,2.2,2.5,2.7,27.7,17.2,32.5,39.1,25.9,27.1,15,10.6,13.7,15.8,7.3,10.3,0,0.2,0.2,0.2,0.2
27/12/2020,0.5,0.2,0.6,0.6,0.3,0.3,0.8,1.8,0.7,0.6,0.7,0.5,0.7,2.1,1,1,0.9,0.9,4.6,4.8,3.5,4.9,4.8,4.5,30.6,20.9,33,37.7,47,29.5,17.9,15.1,17.3,21.7,13.5,12.6,0.1,0.2,0.2,0.2,0.2
28/12/2020,0.4,0.1,0.4,1.1,0.1,0.1,0.1,1.6,0.5,1.4,0.1,0.7,0.8,2,1.6,2,1.6,0.6,2.7,3.1,3.4,3.2,3.5,3.6,72.2,45.8,90.4,90.9,60,42.9,33.4,18.3,24.9,20,15.3,17.6,0.1,0.2,0.8,0.2,0.2
29/12/2020,0.2,0.1,0.4,0.1,0.1,0.2,0.5,1.6,0.3,0.3,1.1,0.9,0.7,1.2,0.8,0.8,1.1,0.6,2.2,1.6,2.1,1.5,1.5,1.3,30.7,25,33.8,17.4,26,26.7,27.1,20.9,16.5,16.7,8.5,8.6,0.1,0.3,0.1,0.2,0.2
30/12/2020,0.1,0,0.2,0.3,0,0.2,0,0.5,0.4,3.7,0.3,0.5,0,1.3,0.6,1.2,1.2,1,2.4,2.1,2.5,1.9,2.2,1.7,26.9,21.7,32.7,28.8,22.9,25,25.7,11.6,8.1,14.3,6.1,8.3,0,0.2,0.2,0.2,0.2
31/12/2020,0.1,0,0,0.1,0.1,0.2,0.1,0.4,0.1,0.2,0.8,0.7,0.1,1,0.1,0.9,1.2,0.6,2,1.9,2.1,1.9,2.2,2,27.2,18.4,31.1,19.6,21.4,30.1,19.5,14.4,9.7,18.4,9.7,19,0,0.2,0.1,0.2,0.2
1/1/2021,0.1,0,0,0,0,0.5,0,0.1,0,0.1,0.3,1.6,0.7,0.8,0,0.8,0.6,0.8,2.2,1.9,2.1,2,2,1.9,23,15.8,21.7,25.1,28.2,18.7,30.4,14.7,11.7,11.1,12.4,14.8,0,0.2,0.1,0.2,0.2
2/1/2021,0.3,0,0,0.2,0.1,0.2,0.5,0.2,0.2,0.6,0.2,0.7,0.9,0.7,0.5,0.7,0.5,0.4,1.9,2,1.8,1.4,2.1,1.8,20.2,13.3,33.8,13.3,17,14.8,32.5,12,10.4,32.5,4.2,6.1,0,0.2,0.2,0.2,0.2
3/1/2021,0.2,0.2,0.2,0.2,0.2,0.1,0,1.5,0.5,0.7,0.3,0.3,0.6,1.6,1.3,0.9,0.9,0.7,2,2.9,1.6,1.9,2.9,2.7,21.4,15.4,32.6,29.1,17.3,18.5,14.4,18,9,15.3,11.4,10.1,0.1,0.2,0.2,0.2,0.2
4/1/2021,0.2,0.1,1.6,0.2,0.2,0.1,2.1,6.5,1.9,3.1,8.2,2.3,1.3,1.7,2.6,2.1,1.2,0.8,3.2,3.8,2.5,3.6,3.3,3.1,38.3,24.9,33.3,67.2,30.3,24.2,13.1,13.8,23.2,12.4,13,16.2,0.2,0.5,0.2,0.3,0.3
5/1/2021,0.2,0.1,0.5,0.7,0.1,0.2,1.8,4.8,1.3,0.9,3.3,1.5,1.5,1.5,1.5,2.2,1.6,1.1,4.5,4.6,5,3,5,4.2,27,30.7,31.7,33,38.9,35.4,20.9,14.5,19.7,23.9,9.9,16.7,0.1,0.2,0.3,0.3,0.2
6/1/2021,0.1,0.1,0.1,1.2,0.1,0.2,0.1,0.6,0.1,1.5,0.5,0.6,0.1,1.2,1,1.1,0.8,0.6,3,2.3,3.2,1.9,2.7,2.6,23.2,17.5,30,36,23.4,16.1,15.6,6.1,20.9,15,5.9,10.7,0,0.2,0.6,0.2,0.2
7/1/2021,0.1,0.1,0,0.4,0.1,0.6,0.2,1.1,0.1,1,0.9,1.6,0.1,1.1,0,0.9,0.9,0.6,1.7,1.2,1.5,1.2,1.4,1.4,41.7,19.5,37.6,40.2,20.9,27.5,36.4,15.8,14,11.1,7.8,13.6,0,0.2,0.4,0.2,0.2
8/1/2021,0,0,0,0.4,0.1,0.4,0,1.8,0.1,0.5,1.4,1.3,0,1.4,0,1,1.1,0.6,1.9,1.6,2,1.7,1.8,1.8,29.8,19.9,41.7,34.4,21.5,23.5,37.5,14,12.3,24.9,6.5,8.3,0,0.2,0.2,0.1,0.1
9/1/2021,0,0.1,0.5,0.2,0.1,0.3,0,1.7,0.5,0.9,3.4,1.3,0.3,1.1,0.5,1,0.7,0.4,1.4,1.6,1.5,1.3,2.1,2.8,20.3,16.7,24.9,21,18.5,15.1,11.8,6.1,11.1,17.6,6.4,8.9,0.1,0.2,0.1,0.3,0.2
10/1/2021,0.2,1.7,0.1,0.1,1.3,0.9,1.1,2.7,0.8,1.1,1.3,1.4,0.7,1,0.5,1,0.6,0.5,1.7,3.1,1.5,2.9,2.5,3.5,23.5,16.9,20.3,23.7,22.4,40.7,17.1,14.1,14.5,10.6,4.8,7.7,0.2,0.2,0.2,0.2,0.2
11/1/2021,0.1,0.6,0.1,0.2,0.4,0.4,1.7,10.2,2.9,0.3,8.8,2,0.6,1.2,0.5,0.7,1,0.7,1.9,4,1.7,1.5,4,3.6,27.9,23.6,30.7,30.7,28.3,27.1,8.8,15.7,12.5,8,6.7,10.1,0.1,0.2,0.2,0.2,0.2
12/1/2021,0.9,0.5,1.8,0.7,0.3,0.5,0.7,8.8,2.8,0.5,7.8,2.9,0.9,1.9,1.4,0.9,1.4,0.9,3.2,6.6,2.2,3,6.4,5.4,27.9,48.6,36.6,37.9,47,47,16.7,15.5,15.6,18.9,11.9,18.9,0.1,0.3,0.2,0.2,0.2
13/01/2021,0.1,0.1,0.1,0,0.1,0.4,1.1,4.4,0.4,0.4,5.8,0.7,0.6,1.6,0.5,1,1.3,0.9,2.2,3.6,2,2.5,3.2,5,35.5,24.4,26.9,41,25.2,57.4,28.9,15.7,8.9,16.1,5.7,13.3,0,0.2,0.2,0.2,0.1
14/01/2021,0.9,0.9,1.5,1,0.8,0.4,0.5,1.5,1.7,1.2,1.6,0.5,0.9,1.3,0.9,2,1,0.7,4.4,7.4,4.5,4.9,6.4,4.3,54.8,65.3,57,85,81.4,96.6,22.7,18.2,15.9,20.9,20.3,23.4,0,0.3,0.4,0.2,0.1
15/01/2021,0.5,0.2,0.5,0.5,0.3,0.1,0.5,1.7,0.5,1.9,0.8,0.3,1.3,1.8,1.2,1.5,1,0.2,3.7,5.4,2.8,3.3,5.1,4.2,43.7,64.9,53.8,42.4,52.9,56.1,17.7,31.4,18,20,23,22.4,0,0.2,0.2,0.2,0.2
16/01/2021,0.1,0,0.6,0.2,0,0.2,0.1,0.2,0.1,0.1,0.1,0.6,0.7,2.2,0.8,1.8,1.2,0.8,3,2.7,3.5,2.9,3.2,2.3,37.2,37.3,60.6,122.1,41.3,,22.6,18.3,12.1,17.6,9,13.5,0,0.2,0.2,0.2,0.1
17/01/2021,0.3,0,0.2,0.1,0.1,0.1,0.4,0.5,0.5,0.2,0.7,0.5,1.6,2.1,1.6,0.7,1.4,0.8,2.3,2.6,3.3,2.4,3,3.5,43.7,30.5,67.4,39.4,31.6,,14.8,14.5,14.9,7.9,14.2,9.8,0.1,0.2,0.2,0.2,0.1
18/01/2021,0.5,0.4,1.3,0.5,0.5,0.5,2.3,4.9,2.1,0.8,4.3,1.3,1.6,2.7,1.7,1.5,2.2,1.2,4,4.8,3.9,3.9,5.5,5.3,53.8,52.6,69.6,122.2,71.1,56.9,21.3,19.7,34.1,13.7,19.7,24.9,0,0.3,0.2,0.2,0.2
19/01/2021,0.1,0.1,0.3,0.6,0.1,0.1,0.1,2.9,0.6,0.6,1.3,,0.6,3.1,1.2,1.4,2.4,2.3,2.7,1.9,2.1,2.4,2,2.2,40.3,42.1,52.9,56,70.6,49,19.1,20.2,23.3,23.8,18.2,22.1,0,0.3,0.3,0.3,0.2
20/01/2021,0,0.1,0,0.4,0.1,,0.4,4.8,0.1,1.3,2.6,,1.1,1.7,0.1,1.4,1.4,,2.1,2.1,1.9,2.1,2.1,,26.3,23.9,38.9,31.5,69.5,29.8,49.6,14.3,13.3,17.1,9,10.4,0.1,0.1,0.2,0.2,
21/01/2021,0.1,0.2,0.7,0.1,0.3,0.7,4.3,10.8,4.7,6.1,9.6,1.9,1.5,1.9,1.5,1.2,1.5,1.1,3,4.3,2.4,3.2,4.1,3.3,34.2,44.9,42.7,49.3,42.2,31.9,38.9,17.5,14.9,10,9.3,9.7,0.2,0.2,0.2,0.3,0.2
22/01/2021,2.2,0.5,2.1,1.4,0.4,0.8,2.1,9,1.9,2.1,5.6,3.2,1.1,2.6,1.6,2.3,2.5,1,4.9,6,2.9,5.7,5.7,4.8,65.9,39.1,83.9,81.1,47.3,68.6,21.8,14.8,23.1,22.8,12.4,14.4,0.2,0.3,0.3,0.2,0.2
23/01/2021,0.2,0.3,0.7,0.4,1.5,0.1,0,1.5,1.7,0.3,0.3,0.6,1.1,2.8,2.1,1.4,2.1,1.2,4.1,7.5,4,2.8,6.7,6.3,53.2,51.8,95.4,68,60.8,62.5,33.2,29,20.5,19.3,19.6,15,0.1,0.2,0.4,0.3,0.2
24/01/2021,0.3,0.8,0.2,0.2,1.5,0.3,0.3,0.7,1.1,0.1,0.5,0.1,0.7,2.1,1.2,0.9,2.2,0.5,4.4,7.1,2.7,5.5,7.8,5.9,88.6,39.5,61,105,47.9,63,43.4,22.2,17.8,22.1,18,15.8,0.1,0.2,0.2,0.2,0.2
25/01/2021,0.2,0.6,1,0.3,0.7,0.4,0.3,1.1,1.1,3.4,0.6,1.3,0.2,1.7,1.1,1.4,1.5,1.4,3.3,8.2,3.3,3.3,7.7,6.5,38.7,50.6,66.7,99,40.8,62.1,36,14.8,21.2,25.7,13.2,16.6,0.1,0.2,0.2,0.2,0.2
26/01/2021,0.2,0.2,0.6,1.1,0.2,0.2,0.4,2.1,0.7,2.4,1.1,0.1,0.7,1.4,1,2.1,1.1,0.9,4.9,4.6,4.5,4.8,4.1,4.3,95.5,53.8,82.3,87.6,64.4,46.1,31.7,18,27.2,23.7,12.6,16.3,0.1,0.3,0.3,0.2,0.2
27/01/2021,0.1,0,0.6,1.3,0,0.6,0,0.6,0.1,0.5,0.3,1.8,-0.1,1.2,1.2,1.5,0.4,0.8,4,3,2.3,1.7,3.5,2.5,43.9,27.5,57.1,42.4,36,30.3,19.7,15.6,15.8,25.2,11.1,11.6,0,0.3,0.4,0.2,0.2
28/01/2021,0,0,0.1,0,0.1,0.2,0.1,0.5,0.4,0.3,0.8,1.4,0.1,0.9,0.3,0.2,1.1,0.9,1.9,1.4,2,1.5,1.5,1.3,45.7,91.9,16.6,44,41.7,44.3,21.1,18.3,10.4,19.9,8.6,9.6,0,0.2,0.1,0.2,0.1
29/01/2021,0.1,0,0.1,0,0,0.1,0,1.6,0.2,0.4,0.8,1.6,0,1.5,0.2,0.7,1.2,1,1.8,1,2.1,1.6,1.4,1.3,30.4,19.3,25.5,39.4,16.2,15.3,23,12.8,11.4,26.2,7.3,3.3,0,0.2,0.1,0.2,0.2
