Date,RANDWICK SO2 24h maximum [pphm],LIVERPOOL SO2 24h maximum [pphm],NEWCASTLE SO2 24h maximum [pphm],WOLLONGONG SO2 24h maximum [pphm],PARRAMATTA NORTH SO2 24h maximum [pphm],PENRITH SO2 24h maximum [pphm],RANDWICK NO 24h maximum [pphm],LIVERPOOL NO 24h maximum [pphm],NEWCASTLE NO 24h maximum [pphm],WOLLONGONG NO 24h maximum [pphm],PARRAMATTA NORTH NO 24h maximum [pphm],PENRITH NO 24h maximum [pphm],RANDWICK NO2 24h maximum [pphm],LIVERPOOL NO2 24h maximum [pphm],NEWCASTLE NO2 24h maximum [pphm],WOLLONGONG NO2 24h maximum [pphm],PARRAMATTA NORTH NO2 24h maximum [pphm],PENRITH NO2 24h maximum [pphm],RANDWICK OZONE 24h maximum [pphm],LIVERPOOL OZONE 24h maximum [pphm],NEWCASTLE OZONE 24h maximum [pphm],WOLLONGONG OZONE 24h maximum [pphm],PARRAMATTA NORTH OZONE 24h maximum [pphm],PENRITH OZONE 24h maximum [pphm],RANDWICK PM10 24h maximum  ,LIVERPOOL PM10 24h maximum  ,NEWCASTLE PM10 24h maximum  ,WOLLONGONG PM10 24h maximum  ,PARRAMATTA NORTH PM10 24h maximum  ,PENRITH PM10 24h maximum  ,RANDWICK PM2.5 24h maximum  ,LIVERPOOL PM2.5 24h maximum  ,NEWCASTLE PM2.5 24h maximum  ,WOLLONGONG PM2.5 24h maximum,PARRAMATTA NORTH PM2.5 24h maximum ,PENRITH PM2.5 24h maximum  ,LIVERPOOL CO 24h maximum [ppm],NEWCASTLE CO 24h maximum [ppm],WOLLONGONG CO 24h maximum [ppm],PARRAMATTA NORTH CO 24h maximum [ppm],PENRITH CO 24h maximum [ppm]
28/05/2020,0.2,0.2,0.6,0.4,0.1,,5.4,14,8.5,2,8.1,,1.8,2.7,2.6,2.1,2.2,,2.4,2.2,2,2.5,2.2,,27.2,40,39.1,19.8,38.1,,21.2,23.7,,15.4,22.2,,0.6,0.5,0.3,0.8,
29/05/2020,0.6,0.1,0.1,0.3,0.2,,6.2,6.2,0.4,2.9,13.8,,2.1,2.6,1.4,2.2,2.1,,1.1,1.6,2.3,2.2,1,,29.3,34.1,23.7,27,36,,22.5,26.2,,16.4,32.1,,0.4,0.5,0.3,0.7,
30/05/2020,0.2,0.1,0.2,0.4,0.1,,3.5,6.1,5.6,4,6,,1.5,2.5,1.3,2.4,1.4,,2.9,2.7,2.6,2.8,2.7,,30.2,38.3,22.1,29.6,37.1,,22.2,43.2,,13.2,31.9,,0.6,0.4,0.4,1,
31/05/2020,0.5,0.3,1.5,0.3,0.1,,0.5,12.9,5.3,2.7,,,1.3,2.6,1.6,2.5,1.1,,2.1,1.9,1.5,2.1,2.3,,23,58.5,34.8,24,29.6,,16.9,55.8,,15.3,23.4,,1.2,0.6,0.3,0.6,
1/6/2020,0.1,0.3,1.2,0.2,0.1,,0.4,16.4,7.7,0.4,6.9,,1.2,2.4,1.7,1.1,1.6,,2.5,2.4,2.8,2.6,2.6,,23.2,31.9,29.7,15,27.3,,12.6,37.3,,15.6,19.9,,1.4,0.6,0.2,0.7,
2/6/2020,0.2,0,0.1,0,0.1,,2.2,0.6,0.4,0.1,7.2,,2.1,1.8,1.1,0.7,2.4,,2,2.1,2.3,2.6,2.2,,11,13.7,17.4,18.7,18.9,,10.6,11,,8.3,13.9,,0.1,0.1,0.1,0.2,
3/6/2020,0.6,0.1,0.4,0.9,0.2,,2.8,2.6,0.5,0.5,9.8,,2.1,2.2,1.2,1.3,2.6,,2.7,2.4,3,2.4,2.5,,29.1,21.1,43.2,35.3,21,,12.4,15.3,,13.4,13.2,,0.2,0.1,0.2,0.4,
4/6/2020,0.3,0.2,1.1,0.3,0.1,,2.7,13.9,0.8,0.5,6.6,,2.3,3.4,1.3,2.4,2.6,,2.6,2.6,2.7,2.7,2.6,,25.2,58.3,25.6,29.6,30.3,,13.3,31.2,,,30.8,,0.6,0.2,0.2,0.6,
5/6/2020,0.2,0.4,0.8,0.3,0.3,,6,19.9,7.2,16.8,20.4,,2.4,3.5,2.9,3.1,2.5,,1.4,1.7,2.1,2.6,2,,45.2,139.9,56.5,35.7,41.5,,29.4,52.1,59.3,,43.6,,1,0.8,0.4,0.8,
6/6/2020,0.1,0.2,0.3,1.1,0.2,,2.8,10.2,5.5,3.8,9.1,,2.3,3.4,2.5,2.5,1.9,,2.7,3,2.9,2.9,3,,34.9,66.4,88.8,30.8,44.1,,23,57.2,100.1,,48.9,,1.2,1.1,0.5,1.1,
7/6/2020,0.2,0.2,0.2,0.7,0.2,,2.3,7.2,3.4,1.8,2.7,,1.8,2.2,1.3,1.7,1,,2.4,2.2,3,2.4,2.2,,42.8,50.4,53.2,24,54.5,,41.6,56.6,82.9,,58.5,,1.2,1.4,0.6,1.1,
8/6/2020,0.3,0.1,0.3,0.3,0.1,,0.5,0.1,0.1,0.1,1.1,,1.5,0.9,0.3,0.7,1.2,,2.5,2.7,2.6,2.6,2.8,,17.6,17.8,23.2,13.1,14.2,,8.2,20.3,10.2,,11.5,,0.2,0.2,0.1,0.3,
9/6/2020,0.2,0.2,0.1,0.5,0.3,,,11.4,0.1,2.3,19.5,,2.3,2.5,0.2,2.1,2.2,,2.6,2.5,2.9,2.6,2.5,,21.5,20.8,25.4,18.1,24.6,,18.4,27.3,19.7,,21.5,,0.2,0.1,0.3,0.5,
10/6/2020,,0.1,0.1,0.2,0.1,,,4.4,0.9,7.3,6.6,,,2.8,2.2,2.2,2.3,,,1.4,2.8,1.7,0.8,,17.6,18.3,18.8,14.5,20.8,,11.9,22.8,6.1,,19.9,,0.3,0.3,0.3,0.7,
11/6/2020,0.3,0.1,0.4,1.9,0.1,,2.1,3.4,3,3.6,3.4,,1.9,2.3,1.6,1.7,1.7,,2.8,2,2.3,2,2.2,,21.6,22.5,24.2,31.3,18.8,,18.4,21.4,16.4,,13.6,,0.3,0.3,0.4,0.4,
12/6/2020,0.4,0.1,0.1,0,0.8,,5.8,5.7,0.2,,7.5,,2.3,2.2,0.9,1.3,1.9,,2.1,1.2,2.4,2.2,1.1,,24.8,28,17.9,,26.7,,19.3,23.9,9.8,,,,0.3,0.3,0.2,0.7,
13/06/2020,0.7,0.3,0.2,,0.8,,2.7,4.1,4.2,,4.8,,1.7,2.2,2.1,,1.3,,2.8,2.4,2.2,,2.3,,25.5,41.1,30.3,,24.8,,24.9,23.5,19.2,,,,0.4,0.4,,0.8,
14/06/2020,0.7,0.1,0.2,,0.1,,0.4,5.4,1.2,,3.2,,1.5,2,1.8,,1.5,,2.6,2.7,2.5,,2.8,,16,36.1,20.7,,24.4,,18.4,43.2,22.7,,,,0.8,0.4,,0.7,
15/06/2020,0.2,0.1,0.3,0,0.1,,5.3,7.4,1.7,,5.9,,2.2,2.5,2.2,0.4,2.5,,2.4,2.5,1.9,2.5,1.5,,23.8,23.2,23.9,8.8,,,16.3,17.1,19,,,,0.2,0.2,0.1,0.4,
16/06/2020,0.2,0.2,1.1,0,0.2,,8.2,15,8.8,2.3,7.3,,2.7,2.9,2.6,2.5,2.6,,2.4,2.6,1.7,2.7,2.6,,29.2,53,31.5,12.3,,,12.3,27.8,22.3,,,,0.4,0.5,0.1,0.6,
17/06/2020,0.2,0.2,0.1,0.8,0.4,,6.8,14.9,6.3,1.7,25.1,,2.3,2.7,2.2,2.3,3.3,,3.1,2,3.2,2.4,2.2,,39,52.4,37.4,24,31.6,,13.9,23.2,16.9,,,,0.4,0.5,0.2,0.7,
18/06/2020,0.3,0.2,0.1,0.7,0.2,,3.8,12.7,2.1,6.8,11.5,,2.5,3.6,2.2,3.2,2.5,,3.3,2.9,3.3,2.9,2.7,,29.5,44.3,36.4,26.6,32.7,,11.7,31.1,13.7,,,,0.6,0.3,0.5,0.6,
19/06/2020,0.6,0.4,2,0.5,0.6,,6.1,18,5,7.6,18,,2.2,2.9,2,2.7,2.2,,2.6,2.2,2.5,2.5,2.3,,27.5,47.4,23.5,26.9,30.6,,21.3,38.9,15.6,,,,0.8,0.4,0.5,0.8,
20/06/2020,0.6,0.3,3.5,0.2,0.3,,6.1,14.6,6.1,4,5.8,,1.6,2.7,2,1.5,0.9,,1.5,1.8,1.9,2.6,2.2,,35.6,40.6,36.9,12,22.4,,22,39.5,14.6,,30.5,,1,0.4,0.5,0.9,
21/06/2020,0.2,0.2,1.3,0.1,0.1,,1.9,6.2,3.5,3.5,2.2,,2.1,2.5,1.9,1.9,1.9,,2.5,2.4,1.2,2.4,2.4,,22.3,34.3,24.7,15.9,22.7,,13.1,28.5,29,,13.9,,0.4,0.5,0.2,0.3,
22/06/2020,0.2,0.3,0.2,0,0.1,,6.7,17.1,2.4,0.9,3.1,,2.3,2.5,2,1.4,2.4,,2.1,2.3,2,2.5,2,,21.8,28.5,15.7,6.8,18.6,,21.9,20.9,16.4,,15.5,,0.4,0.5,0.2,0.3,
23/06/2020,0.1,0.4,0.3,0,0.2,,5.3,,0.6,0.2,7.2,,2.4,2.9,1.8,0.7,2.3,,2.7,2.6,2.3,2.5,2.5,,17.7,45.4,15.9,5.7,23.7,,11.3,23.1,14.7,,22.8,,0.1,0.2,0.1,0.4,
24/06/2020,0.2,0.2,0.2,0.1,0.3,,2.2,10.4,0.3,0.2,13.8,,1.9,2.3,0.7,2,2.2,,2.1,2.4,2,2.5,2.3,,16.5,30.8,13.5,15.6,28.5,,11.4,19.5,11.8,,19.3,,0.4,0.2,0.2,0.5,
25/06/2020,0.1,0.1,0.5,0,0.3,,1.7,7.1,0.8,0.3,19.4,,2.2,2.4,2,0.8,2.6,,2.5,2.6,1.9,2.6,2.4,,12.9,19.1,16.7,6.3,37.7,,11.8,16.6,19.3,,19.4,,0.2,0.2,0.2,0.5,
26/06/2020,0.1,0.3,1,0.2,0.2,,5.1,16.5,4.6,3.1,11.2,,2.4,3.1,2,2.7,2.4,,2.7,2.1,2.1,2.5,2.2,,37,96.2,28.9,18.4,35.1,,14.9,34.6,16.5,,29.8,,0.5,0.3,0.3,0.6,
27/06/2020,0.1,0.1,0.1,0.7,0.1,,2.2,3.5,0.3,0.3,5.6,,2.1,2.5,1.4,1.4,2.2,,2.9,2.6,3,2.6,2.8,,28.6,34.7,34.8,23.7,165.9,,18,26.3,18.8,,30.3,,0.5,0.3,0.3,0.8,
28/06/2020,0.2,0.2,0.1,0.5,0.1,,0.6,0.7,0.1,0.2,2.8,,1.8,1.7,0.5,0.9,1.5,,2.9,2.6,3,2.5,2.6,,24.5,25.2,20.4,16.7,19.8,,15.6,21.8,13,,19.5,,0.2,0.3,0.3,0.6,
29/06/2020,0.3,0.1,0.1,1.5,0.3,,5.7,10.6,4.4,4.4,18.4,,1.7,2.5,2.1,2.4,2.5,,2.8,2.1,2.5,2.6,2.1,,16.7,31.4,32.3,27.3,31,,12.9,27.9,22.8,,24.5,,0.5,0.4,0.3,0.6,
30/06/2020,0.4,0.7,1.4,0.3,0.6,,8.4,20.3,12.6,16.4,11.6,,2.4,3,2.3,2.7,2,,2.3,2.4,1.6,2.6,1.9,,46.1,61.1,36.5,24.7,33.6,,19.1,44.5,27.1,,31.6,,1,0.6,0.3,0.8,
1/7/2020,0.2,0.3,2.2,0.8,0.2,,8.9,19.7,10.7,4.1,13,,2.2,3.1,3.1,3,2.3,1.2,2.3,2,1.2,2.5,2.5,,24.1,53.5,49.8,30.5,28.7,,16.8,43.7,35,,26.7,,1.2,0.7,0.3,0.9,
2/7/2020,0.1,0.5,1.1,0.1,0.1,,0.6,29,5.8,3.3,3.6,,2,3.5,3.1,2.9,2.1,,2.7,2.8,2.4,2.7,2.7,,18.4,61.2,39.4,23,22,49.6,9.9,26.7,22.2,,15.1,,0.8,0.7,0.2,0.3,
3/7/2020,0.2,0.2,0.2,0.1,0.2,,0.7,14.8,4.1,2.3,8.6,,1.8,3.6,2.5,2.5,2.6,,2.8,2.9,2.4,2.8,2.7,,20.9,52.7,27.1,15.3,27.9,39.2,11.5,18.6,23.1,,13.1,23.1,0.3,0.6,0.2,0.3,
4/7/2020,0.1,0.1,1.6,0,0.1,0.5,0.4,2.5,2,0.1,0.3,1.8,1.7,2.4,2.7,0.9,2.2,1.4,3,3,2.5,2.8,3,2.7,19.4,14.7,48.4,14.2,23.8,27.7,13.8,20.1,35.4,,18.4,30.5,0.3,0.4,0.1,0.3,0.3
5/7/2020,0.1,0.1,0.9,0.1,0.1,0.2,2.1,5.2,2.5,1.5,3.3,4.8,2.2,2.6,2.4,2.3,2,1.8,2.8,2.8,2.6,2.7,2.8,2.4,21.6,28.8,38.8,18.1,32.4,42.7,13.3,24.8,30.4,,29.2,37.1,0.4,0.3,0.2,0.5,0.6
6/7/2020,0.1,0.3,0.4,0.3,0.2,0.6,2.7,17.1,4.7,18.6,6.7,5.2,2.1,3.2,2.5,3.6,2.2,2.1,3,2.4,2.6,2.7,2.4,1.8,25.6,47.2,38,22.7,27.9,31.2,12.2,24.9,28.6,,22.8,33.9,0.5,0.6,0.3,0.7,0.6
7/7/2020,0.2,0.1,0.5,0.5,0.1,0.2,5.4,5.5,7.1,3.1,6.6,5,2.2,2.3,1.9,2.4,2,2.2,2.6,2.1,2.6,2.5,2.3,2.3,26.1,29.2,33.1,19.8,27.4,37.1,14.2,23.8,20.7,,23.3,19.4,0.6,0.7,0.2,0.7,0.5
8/7/2020,0.1,0.2,0.1,0.1,0.3,0,5.2,14.3,1.2,,14.8,3.1,2.3,3.4,2,2.1,2.5,1.8,2.2,2.1,3.1,2.1,1.7,2.3,19.8,42.9,27.5,19.8,26.4,23.7,11.2,31.3,13.7,,25.1,32.4,0.6,0.3,0.2,0.6,0.4
9/7/2020,0.2,0.3,0.5,,0.6,0.1,8.1,16.8,12.2,,12.9,3.7,2.5,3.1,2.4,,2.3,2,2.5,2.4,2.7,,2.2,2.5,28.4,44.7,44.2,27.2,29.9,30.2,18,33.8,17.8,17.7,25.1,27.3,0.9,0.5,,0.7,0.5
10/7/2020,0.2,0.2,1.3,0.8,0.1,0.1,9.6,13.8,6.3,13,5.8,8.4,2.4,2.6,2.2,2.2,1.6,1.3,1.2,1,1,1.4,1.1,1.1,36.3,34.4,35.2,35.2,29.2,30.4,25.8,27.6,26.3,17.2,29.7,25.4,0.8,0.6,0.4,0.8,0.5
11/7/2020,0.1,0.1,0.7,0.1,0.1,0.1,3,7.8,4.8,2.1,4.5,2.8,1.6,2,1.7,1.9,1,0.8,1,1.3,1,1.8,1.4,1.6,25,40.9,25.7,18.1,30.2,28.9,24.9,41.2,27.7,15.4,27.1,31.2,0.6,0.8,0.5,0.6,0.5
12/7/2020,0.1,0.1,0.6,1.2,0.1,0.1,3.5,6.3,1.3,3.1,2.7,2.7,2.2,2.2,1,1.6,2,1.2,2.5,2.2,2.2,2.9,2.1,1.6,22.9,29.9,19.4,30.3,30.1,21.8,29.9,35.9,12.7,13.7,25.6,26.3,0.8,0.3,0.3,0.7,0.6
13/07/2020,0.3,0.2,0.6,1.3,0.4,0.2,6,14.4,4.8,2.9,21.6,5.5,2,2.9,2,2.3,2.4,1.5,3,2.5,2.3,2.4,2.2,2.5,15.8,22.4,17.7,27.5,23.4,22.1,,29.1,14.7,15.6,17.5,11.3,0.3,0.4,0.3,0.5,0.4
14/07/2020,0.5,0,0.8,0.1,0,0.8,0.1,0.1,0.1,0.1,0.1,2.3,0.8,1.1,1.3,0.5,1.1,1.5,3.4,2.9,3.2,3.3,3,2.6,29.6,14.6,39.3,21.3,19.7,20.1,,13.5,13,6.8,6.3,,0.1,0.4,0.2,0.3,0.2
15/07/2020,0.3,0,0.6,0,0,0.4,0.1,0.2,0.3,0.1,0.2,2.2,0.8,1.8,1.3,0.6,1.3,2.1,2.9,2.8,2.8,3.1,2.7,2.8,17.3,11.1,9.9,8.7,9.5,22.4,,13.5,7.8,11,6.4,20.3,0.1,0.3,0.1,0.2,0.2
16/07/2020,0.3,0,1.7,0,0.4,0.6,0.3,0.2,0.4,0.2,0.7,1.5,1.4,1.5,1.6,0.6,1.3,2.2,2.9,2.8,2.7,3.1,2.8,2.4,17.7,9,24.5,14.5,10.9,27.1,,15.9,8.5,13.4,9.3,9.1,0.1,0.3,0.1,0.2,0.2
17/07/2020,0.5,0,0.5,0,0,0.6,0.4,0.8,0.3,0.1,1.2,1.6,1.7,2.5,1.2,0.8,1.9,1.5,2.9,2.6,2.6,3,2.6,2.3,20.1,21,20.6,13.9,15.8,21.6,,17.9,9.6,16.4,8.8,,0.1,0.2,0.1,0.2,0.3
18/07/2020,0.5,0.2,0.2,0.3,0.1,0.2,1.4,8.5,4.5,1.8,3.1,2.2,2,3.1,2,2.7,2.3,2.2,3.2,3.4,2.9,3.2,3.1,3.4,30.3,51.6,58,31.6,32.1,56,,41.4,61.2,14.4,30.7,41.4,0.7,0.8,0.3,0.6,0.6
19/07/2020,0.2,0.2,0.7,0,0.2,0.1,0.6,8.3,4.4,2.4,2,2.9,1.6,1.9,2.2,2.7,1.8,1.1,2.8,2.8,2.9,2.8,2.9,2.8,21.6,39.9,33.5,22.3,22.8,40.1,,47.5,53,16.2,28.8,44.6,1,1,0.4,0.6,0.7
20/07/2020,0.1,0.1,0.8,0,0.3,0.2,0.4,3.2,5.4,0.1,19.1,7,1.9,1.7,3.4,1.5,3.7,2.2,3.1,3.1,3,3.1,3,2.7,13.1,17.2,34,11.1,34.8,40.9,,24.1,22.8,9.9,13.2,14.6,0.3,0.5,0.4,0.3,0.3
21/07/2020,0.1,0.2,0.4,0.1,0.4,0.4,3.7,12.4,7.4,3.9,25.6,5.3,2.3,3.4,2.3,2.9,3.4,2.8,3,3,3.1,3,3.1,2.8,26.1,104.3,24.3,33.7,33,48,,45.6,12,28.4,28.6,18.6,0.6,0.5,0.5,0.6,0.4
22/07/2020,0.2,0.3,0.4,0.4,0.3,0.2,4.2,19.5,8.2,21.8,19.2,7.7,2.8,3.3,3,4.1,2.8,2.4,2.1,2.6,2.9,2.8,2.5,2.8,27.9,420.5,40.2,38.5,35.8,79.2,,43.6,28.4,15.9,30.3,30.2,0.8,0.6,0.7,0.7,0.5
23/07/2020,0.1,0.3,0.3,0.8,0.3,0.5,5.8,17.6,9.4,5.3,15.8,5.6,2.4,3.5,2.4,2.2,3,2.6,3,2.4,2.7,3,2.1,2.6,30.5,60.9,38.3,26.1,38.5,42.8,,46.9,26.4,23.2,28.7,23.1,1.1,0.7,0.4,0.7,0.5
24/07/2020,0.1,1.5,0.3,0.3,0.5,0.8,7,11.5,9.9,16.8,21.1,5.6,2.3,3.3,2.3,3.1,3,1.8,3.1,2.1,2.8,2.9,2.4,3,36.4,108.7,30.9,40.3,39.3,46.9,,35.6,28,21.5,31.4,34.5,0.9,0.9,0.4,0.8,0.6
25/07/2020,0.3,0.2,0.1,0.4,0.2,0.7,6.8,10,4.6,0.2,4.3,3,2.7,2.9,1.6,1.7,2,1.7,2.5,2.1,2.5,3.2,1.5,2.3,42.6,45.4,31.8,17.7,35,36.3,,37.6,20.2,14.3,31.7,34.9,0.8,0.7,0.4,0.8,0.7
26/07/2020,0.2,0.1,0.1,0.3,0.1,0.5,,2.7,0.5,0.2,2,0.9,1.8,2.1,1.2,1.2,1.5,1,3.3,2.9,3.1,3,3,2.5,32.4,21.9,26.6,26.4,19.9,13.7,,30.3,10,13.3,23.6,18.5,0.4,0.4,0.3,0.7,0.4
27/07/2020,0.2,0,0,0.5,0,0.2,0.2,0.1,0.2,0.1,0.3,0.3,1,0.8,0.8,1.2,0.7,0.3,3.4,3,2.7,3.3,3,3,35.1,7.4,43.3,23.5,6.7,7.1,,14.1,9,4.7,4.5,2.8,0,0.2,0.2,0.2,0.1
28/07/2020,0.2,0.2,0.1,0.1,0.1,0.7,0.2,9.1,0.4,0.1,6,2.9,1.3,2.6,1.5,1.3,2,2.1,3.6,3.1,2.4,3.4,3,3.1,23.5,36,9.6,19.8,25.1,29.3,,24.9,7.6,15.4,16.6,,0.5,0.3,0.2,0.6,0.4
29/07/2020,0.2,0.3,0.1,0.6,0.3,0.1,3.4,20,2,0.7,20.1,8.2,2.7,3,1.4,1.8,2.1,2,3.2,2.4,3,2.9,2.6,2.6,21.9,47.7,22.3,21.3,30.8,30.9,,22.9,13.8,8.3,20,,0.7,0.3,0.3,0.7,0.6
30/07/2020,0.1,0.2,0.2,0.8,0.2,0.2,5.3,11.7,4.5,2.9,11.3,5.6,2.3,2.5,2.3,2,1.9,1.5,3.3,2.6,3.4,2.6,2.7,2.7,30.6,34.4,41,31,30.9,29.2,,18,12.4,14.9,15.4,,0.4,0.3,0.3,0.6,0.4
31/07/2020,0.1,0.2,0.3,0.3,0.2,0.2,5.2,9.4,4.1,3.3,10.2,4.9,2.4,3.4,2.4,2.9,2.6,2.6,3.3,3,3.4,3.2,3,3.2,35.1,59.2,36.8,28.6,36.2,41.4,,32.5,31.8,22.7,32.4,,0.6,0.4,0.4,0.6,0.5
1/8/2020,0.2,0.2,1.1,0.1,0.3,0.2,5.9,11.1,5.6,6.5,4,3.1,1.9,3,2.2,2.5,2,2.1,3,2.6,2.3,2.9,3,2.9,30,70.7,66.5,54.4,34.8,51.9,,62.5,62.6,49.9,36.4,52.5,1,0.7,0.5,0.8,0.6
2/8/2020,0.1,0.2,0.3,0.2,0.1,0.1,3.5,9.1,4.4,4.8,3.6,2.1,1.7,3.2,2.2,2.9,2.2,2,3.3,3.2,2.5,3.1,2.9,3.6,35.7,48.8,49.5,30.7,47.9,37,,60.5,37.4,24.3,51.1,49.9,1.3,0.7,0.5,1,0.8
3/8/2020,0.2,0.3,0.5,0.2,0.4,0.1,4.9,15.3,7.4,15.2,24,6.6,2.5,3.7,2.8,3.2,2.9,2.1,1.7,1.6,2.7,3,2.6,2.7,35.9,80,36.2,28.7,41.6,45.4,,50.2,24.4,16.2,29,38.2,0.8,0.8,0.5,0.7,0.6
4/8/2020,0.1,0.3,1.2,0.1,0.1,0.1,4.5,18.2,5.1,11.3,0.5,5.1,2.3,3,2.7,3,1.8,1.1,2.9,2.8,3.1,3,2.9,3.1,,57.9,23.5,29.8,17.7,34.3,,38.7,12.3,12.7,10.9,21.8,1,0.3,0.3,0.4,0.4
5/8/2020,0.1,0.1,0.4,0.1,0.1,0,0.4,2,0.8,0.2,1.9,0.9,1.6,2.8,1.4,0.7,2.9,1.5,2.8,3.1,2.9,3.1,3,3.2,,105.2,22.1,12.3,33.2,24.9,,17.3,,13.4,12.7,14.8,0.1,0.4,0.1,0.3,0.2
6/8/2020,0.1,0.1,1.1,0.1,0.1,0.2,2,8.8,3,2.1,6,3.6,2.3,3.6,2.9,3.3,3.2,3.1,3.3,3.1,2.6,3.2,3,3,21.6,61.1,32.1,26.1,33.6,41.4,10.6,20,,20.3,21,22.5,0.3,0.3,0.3,0.5,0.3
7/8/2020,0.2,0.1,0.4,0,0.2,0.3,4.6,4,5.7,0.3,10.4,4,2.9,3.1,2.3,2,2.6,2.5,3.3,0.5,2.5,3.2,0.2,1,19.7,32.2,34.7,21.6,33.5,58.3,20.8,18.8,16.1,10.2,24.6,16.8,0.4,0.5,0.3,0.8,0.3
8/8/2020,0.2,0.2,0.2,0.1,0.1,0.2,1.9,1.8,3.8,0.6,2.8,1.2,2,2.1,1.7,1.9,1.7,1.3,1.7,2.1,1.7,3.3,1.7,1.5,26,25.5,40.2,60.8,22.3,23.7,12.3,16.6,25.3,16.9,15.4,16.4,0.2,0.4,0.2,0.7,0.3
9/8/2020,0.1,0,0.4,0.7,0.2,0.3,0.3,0.1,0.2,0.4,12.8,1.5,1.2,0.5,0.5,2.1,1.3,0.8,3.4,3.3,2.1,3.6,2.8,3.2,27.4,23.1,7.8,,26.7,26.4,8.8,11.8,15.3,,10.1,30.1,0.1,0.3,0.2,0.4,0.5
10/8/2020,0.2,0,0.3,1.3,0,1,0,0.1,1,0.6,0.1,2.3,1.1,1,1.4,1.8,0.6,2.2,3.9,3.5,3.5,3.8,3.6,3.3,36.2,24.1,49.2,,29.1,26.1,22.3,13,19.8,,13.2,15.9,0,0.2,0.4,0.2,0.1
11/8/2020,0.1,0.2,0.3,0.1,0.1,0.1,2.2,8.6,2.6,2.8,1.8,1.4,2.3,3.5,2.4,3.1,2.3,2.2,3.6,3.5,3.6,3.6,3.3,3.7,49.4,39.7,44.6,36.3,24.3,29.2,14.9,24.1,21.1,16.2,10.8,16.1,0.3,0.5,0.4,0.3,0.3
12/8/2020,0.6,0.3,4,0.3,0.3,0.1,7.4,14.8,7.1,2.4,18.5,7.3,2.3,3.2,2.3,2.4,2.4,1.8,2.4,1.4,1.2,2.6,2.2,0.7,29.4,56.3,58.1,49.2,51.3,56.6,17.5,28.8,14.1,12.1,22.9,24.5,0.5,0.5,0.5,0.7,0.6
13/08/2020,0.1,0.2,0.7,0,0.4,0.4,4,13.6,4.8,,27.2,7.5,2.1,3.3,3,1.7,3.4,2.4,3.3,3.3,3.1,3,2.9,3.6,28.2,42.4,27.7,64.8,58.7,30.6,16.4,25.5,18,13.3,23.6,25.8,0.6,0.5,0.4,0.8,0.5
14/08/2020,0.2,0.2,0.6,0.2,0.2,0.4,7.5,11.6,8.2,11.7,15.5,7.3,2.8,2.5,2.2,2.9,2.3,1.3,1,1,1.1,2.8,0.5,0.8,32.6,37.2,41.7,27,30.1,41.6,,19,18.2,17.8,18.4,19.3,0.5,0.6,0.3,0.6,0.4
15/08/2020,0.1,0.1,0.3,0,0.1,0.1,0.8,1.4,2.2,0.4,0.4,0.9,1.9,2.1,1.7,1.3,1.2,0.8,3,2.9,2.9,2.9,2.9,2.7,11.8,15.7,13.5,17.7,13.5,9.3,,14.4,10.6,12.2,12.4,13.3,0.4,0.4,0.3,0.3,0.2
16/08/2020,0,0,0.1,0,0,0,0.2,0.3,0.2,0.1,0.6,0.1,0.6,1.9,0.4,0.2,1.7,0.7,2.9,2.9,2.8,2.9,3,2.9,10.4,15.1,10.4,8.1,11.1,6.2,12,17.5,9.3,13,12.3,19.4,0.3,0.1,0.2,0.3,0.3
17/08/2020,0.1,0,0.7,0,0.3,0.1,1.9,2.7,0.7,0.2,20.9,3.5,2,2.1,1,0.4,3.6,1.6,2.9,2.8,2.5,2.7,2.8,2.7,14,14.5,20.7,5.2,17.6,18.8,9.5,16.3,8.2,17.3,13.6,17.8,0.1,0.2,0.1,0.3,0.2
18/08/2020,0.1,0.1,0.6,0.1,0.1,0.1,0.7,,3.4,5.3,1.1,1.6,2.1,3.3,3,2.8,2.2,1.9,3.1,1.4,2.5,2.9,3.2,3.1,13.8,29.4,34.2,18.1,25.1,23.9,12.3,24.6,17.5,15.7,12.2,21.2,0.1,0.4,0.4,0.3,0.3
19/08/2020,0.2,0.2,0.8,0.1,0.1,0.2,1.5,15.8,2.7,7,2.9,1.1,1.8,2.6,2.1,2.5,1.6,1.1,2.9,3,3.1,3.1,3.1,3.1,33.2,41.5,165.4,24.2,32.1,34.6,12.8,16.6,22.4,13.3,11.2,16.9,,0.4,0.4,0.3,0.3
20/08/2020,0.1,0,0.1,0,0,0,0.9,1.3,0.2,0.1,0.6,0.2,2,2.4,0.6,0.3,2.4,0.4,3,3,3.1,3.1,3,3.2,12.4,18.3,77.5,14.8,12,12.1,10.5,11.2,15.2,11.1,7.5,12.1,0.1,0.1,0.1,0.2,0.1
21/08/2020,0.1,0.2,0.1,0,0.1,0,0.5,8.7,0.5,2.7,0.4,0.2,1.2,3.1,1.1,3,1.6,0.8,2.9,3,3,3.1,3,3.1,11.5,30.6,16.4,9.9,13,10.1,10.4,22.7,10.8,10.6,11.5,9.9,0.2,0.1,0.1,0.2,0.1
