Date,Total,Central Coast,Illawarra Shoalhaven,Nepean Blue Mountains,Northern Sydney,South Eastern Sydney,South Western Sydney,Sydney,Western Sydney,Hunter New England
19-Apr-20,17,1,0,8,1,4,2,1,0,0
20-Apr-20,7,0,0,2,3,0,0,1,1,0
21-Apr-20,2,0,0,0,2,0,0,0,0,0
22-Apr-20,4,0,0,1,2,0,0,1,0,0
23-Apr-20,3,0,0,1,0,0,1,1,0,0
24-Apr-20,8,0,0,2,1,1,2,2,0,0
25-Apr-20,14,0,0,10,2,1,0,1,0,0
26-Apr-20,3,0,0,1,0,0,0,1,1,0
27-Apr-20,0,0,0,0,0,0,0,0,0,1
28-Apr-20,5,0,0,1,2,0,0,2,0,0
29-Apr-20,9,0,0,1,0,0,3,2,3,0
30-Apr-20,3,0,0,1,0,1,0,1,0,0
1-May-20,12,1,1,5,1,1,1,0,2,2
2-May-20,2,0,0,0,1,0,0,1,0,0
3-May-20,2,0,0,0,0,0,1,0,1,0
4-May-20,1,0,0,1,0,0,0,0,0,0
5-May-20,4,0,0,0,0,0,1,1,2,0
6-May-20,4,0,0,0,0,1,1,2,0,0
7-May-20,3,0,0,1,0,0,0,1,1,0
8-May-20,2,0,0,1,0,0,1,0,0,0
9-May-20,3,1,0,0,0,0,1,1,0,1
10-May-20,1,0,0,0,0,0,1,0,0,0
11-May-20,0,0,0,0,0,0,0,0,0,0
12-May-20,0,0,0,0,0,0,0,0,0,0
13-May-20,3,0,0,1,0,2,0,0,0,0
14-May-20,3,0,0,1,0,0,0,0,2,0
15-May-20,3,0,0,0,0,0,0,0,3,0
16-May-20,0,0,0,0,0,0,0,0,0,0
17-May-20,0,0,0,0,0,0,0,0,0,0
18-May-20,0,0,0,0,0,0,0,0,0,0
19-May-20,1,0,0,0,1,0,0,0,0,0
20-May-20,2,0,0,0,0,0,0,1,1,0
21-May-20,1,0,0,0,1,0,0,0,0,0
22-May-20,3,0,0,0,0,0,0,1,2,0
23-May-20,0,0,0,0,0,0,0,0,0,0
24-May-20,1,0,0,0,0,0,0,1,0,0
25-May-20,1,0,0,0,0,0,0,0,1,0
26-May-20,1,0,0,0,0,0,1,0,0,0
27-May-20,0,0,0,0,0,0,0,0,0,0
28-May-20,0,0,0,0,0,0,0,0,0,0
29-May-20,1,0,1,0,0,0,0,0,0,0
30-May-20,0,0,0,0,0,0,0,0,0,0
31-May-20,2,0,0,0,0,0,0,0,2,0
1-Jun-20,4,0,0,0,0,0,0,0,4,0
2-Jun-20,4,0,0,0,0,0,0,0,4,0
3-Jun-20,1,0,0,0,0,0,0,0,1,0
4-Jun-20,2,0,0,0,0,0,1,0,1,0
5-Jun-20,3,0,0,0,0,0,0,0,3,0
6-Jun-20,0,0,0,0,0,0,0,0,0,0
7-Jun-20,1,0,0,0,0,1,0,0,0,0
8-Jun-20,2,0,0,0,0,0,2,0,0,0
9-Jun-20,0,0,0,0,0,0,0,0,0,1
10-Jun-20,3,0,0,0,0,0,2,1,0,0
11-Jun-20,0,0,0,0,0,0,0,0,0,0
12-Jun-20,3,0,0,0,0,1,0,0,2,0
13-Jun-20,3,0,0,0,0,1,1,1,0,0
14-Jun-20,8,2,0,0,0,1,2,0,3,0
15-Jun-20,6,0,1,0,0,1,2,2,0,0
16-Jun-20,0,0,0,0,0,0,0,0,0,0
17-Jun-20,0,0,0,0,0,0,0,0,0,0
18-Jun-20,2,0,0,0,0,0,2,0,0,0
19-Jun-20,1,0,0,0,0,1,0,0,0,0
20-Jun-20,1,0,0,0,0,0,0,0,1,0
21-Jun-20,5,0,5,0,0,0,0,0,0,0
22-Jun-20,1,0,0,0,0,0,0,1,0,0
23-Jun-20,1,0,0,0,0,0,0,0,1,0
24-Jun-20,6,0,0,1,0,1,0,1,3,0
25-Jun-20,4,0,0,0,1,0,0,0,3,0
26-Jun-20,3,0,0,1,0,0,1,0,1,0
27-Jun-20,5,1,0,0,1,0,0,1,2,0
28-Jun-20,6,1,1,0,1,0,0,1,2,0
29-Jun-20,3,0,0,0,0,0,2,0,1,0
30-Jun-20,2,0,0,0,0,0,0,0,2,0
1-Jul-20,8,0,0,1,3,0,0,1,3,0
2-Jul-20,2,0,0,0,0,0,0,0,2,0
3-Jul-20,1,1,0,0,0,0,0,0,0,1
4-Jul-20,7,0,0,0,1,1,0,1,4,0
5-Jul-20,8,0,0,0,1,0,3,3,1,0
6-Jul-20,3,0,0,0,0,0,0,1,2,0
7-Jul-20,3,0,0,0,0,0,0,2,1,1
8-Jul-20,2,0,0,0,0,0,1,0,1,0
9-Jul-20,6,0,1,1,0,0,2,0,2,0
10-Jul-20,7,0,0,4,1,0,0,2,0,0
11-Jul-20,4,0,0,2,0,1,0,0,1,0
12-Jul-20,1,0,0,0,0,0,1,0,0,0
13-Jul-20,12,0,0,0,1,1,8,2,0,0
14-Jul-20,14,0,1,0,1,0,11,0,1,1
15-Jul-20,9,0,0,0,2,1,5,0,1,0
16-Jul-20,6,0,1,0,0,0,3,0,2,0
17-Jul-20,7,0,0,1,0,2,2,2,0,1
18-Jul-20,9,0,1,0,0,3,5,0,0,0
19-Jul-20,13,0,0,1,0,0,4,3,5,1
20-Jul-20,15,0,0,1,0,5,5,0,4,0
21-Jul-20,13,0,0,1,0,0,5,0,7,0
22-Jul-20,13,0,0,0,0,1,9,0,3,1
23-Jul-20,12,0,2,0,1,3,5,0,1,4
24-Jul-20,7,0,0,0,0,0,2,0,5,0
25-Jul-20,16,0,0,0,0,1,7,3,5,0
26-Jul-20,13,0,1,0,0,0,9,0,3,0
27-Jul-20,7,0,0,0,0,0,3,2,2,0
28-Jul-20,13,0,0,1,0,3,4,1,4,1
29-Jul-20,20,1,0,0,0,5,4,1,9,2
30-Jul-20,13,0,0,0,1,1,5,1,5,1
31-Jul-20,20,0,0,0,1,3,6,4,6,0
1-Aug-20,15,0,1,0,0,2,9,1,2,0
2-Aug-20,13,0,0,0,0,1,6,3,3,0
3-Aug-20,7,0,0,0,0,2,3,0,2,0
4-Aug-20,13,0,0,0,0,2,10,1,0,0
5-Aug-20,8,0,0,0,1,0,6,1,0,0
6-Aug-20,12,0,0,0,0,1,4,3,4,1
7-Aug-20,9,0,0,0,0,0,3,1,5,2
8-Aug-20,7,0,0,0,0,0,5,1,1,0
9-Aug-20,13,0,0,0,3,1,7,0,2,0
10-Aug-20,12,0,0,0,0,0,2,0,10,0
11-Aug-20,17,1,0,0,5,0,5,0,6,0
12-Aug-20,15,0,0,1,0,0,11,0,3,0
13-Aug-20,6,0,0,0,1,0,4,0,1,0
14-Aug-20,12,0,0,0,1,3,8,0,0,0
15-Aug-20,7,0,0,0,0,0,3,0,4,0
16-Aug-20,6,0,0,0,0,0,3,0,3,0
17-Aug-20,5,0,0,0,0,0,3,0,2,0
18-Aug-20,2,0,0,0,1,0,1,0,0,0
19-Aug-20,8,0,0,0,1,1,3,0,3,0
20-Aug-20,1,0,0,0,0,0,1,0,0,0
21-Aug-20,5,0,0,0,1,0,3,0,1,0
22-Aug-20,7,0,0,0,0,0,3,2,2,0
23-Aug-20,2,0,1,0,0,0,0,1,0,0
24-Aug-20,2,0,0,0,0,0,1,0,1,0
25-Aug-20,2,0,0,0,0,0,1,0,1,0
26-Aug-20,6,0,0,0,1,2,0,1,2,0
27-Aug-20,12,1,0,0,3,2,3,0,3,0
28-Aug-20,15,0,0,0,3,4,4,2,2,0
29-Aug-20,9,0,0,0,2,4,0,2,1,0
30-Aug-20,7,0,0,0,1,4,0,1,1,0
31-Aug-20,8,0,0,0,2,1,2,1,2,0
1-Sep-20,11,1,0,0,3,1,0,0,6,1
2-Sep-20,15,0,0,0,3,6,1,2,3,0
3-Sep-20,8,0,0,0,0,3,2,1,2,0
4-Sep-20,6,0,0,0,1,2,3,0,0,0
5-Sep-20,7,0,1,0,2,2,1,1,0,0
6-Sep-20,8,0,1,0,0,2,0,4,1,0
7-Sep-20,4,0,0,0,1,0,1,1,1,0
8-Sep-20,8,0,0,1,0,2,0,3,2,0
9-Sep-20,5,0,0,0,3,1,0,0,1,0
10-Sep-20,10,0,1,2,0,2,0,1,4,0
11-Sep-20,5,0,1,0,1,2,0,1,0,1
12-Sep-20,8,0,0,2,0,2,1,0,3,0
13-Sep-20,3,0,0,0,0,0,1,2,0,0
14-Sep-20,4,0,0,0,0,2,0,1,1,0
15-Sep-20,3,0,0,1,0,0,1,0,1,0
16-Sep-20,3,0,0,2,1,0,0,0,0,0
17-Sep-20,3,0,0,0,0,1,2,0,0,0
18-Sep-20,2,0,0,0,0,0,1,0,1,0
19-Sep-20,2,0,0,0,0,2,0,0,0,0
20-Sep-20,1,0,0,0,0,0,1,0,0,0
21-Sep-20,1,0,0,0,0,1,0,0,0,0
22-Sep-20,0,0,0,0,0,0,0,0,0,0
23-Sep-20,5,0,0,0,0,4,0,0,1,0
24-Sep-20,2,0,0,0,0,1,1,0,0,0
25-Sep-20,1,0,0,0,0,0,0,0,1,0
26-Sep-20,1,0,0,0,0,1,0,0,0,0
27-Sep-20,0,0,0,0,0,0,0,0,0,0
28-Sep-20,0,0,0,0,0,0,0,0,0,0
29-Sep-20,3,0,0,0,1,0,1,0,1,0
30-Sep-20,2,0,0,0,0,0,0,0,2,0
1-Oct-20,3,0,0,0,0,0,1,0,2,0
2-Oct-20,2,0,0,0,0,0,0,1,1,0
3-Oct-20,0,0,0,0,0,0,0,0,0,0
4-Oct-20,1,0,0,0,1,0,0,0,0,0
5-Oct-20,2,0,0,0,0,1,0,0,1,0
6-Oct-20,3,0,0,0,0,3,0,0,0,0
7-Oct-20,1,0,0,0,0,0,1,0,0,0
8-Oct-20,15,0,0,0,0,1,7,0,7,0
9-Oct-20,4,0,0,0,0,1,1,0,2,0
10-Oct-20,3,0,0,0,2,0,1,0,0,1
11-Oct-20,5,0,0,0,0,1,2,1,1,1
12-Oct-20,3,0,0,0,0,1,0,1,1,0
13-Oct-20,10,0,0,0,1,0,6,0,3,0
14-Oct-20,12,0,0,0,1,0,4,2,5,0
15-Oct-20,8,0,0,0,0,1,3,1,3,0
16-Oct-20,2,0,0,0,0,1,0,0,1,0
17-Oct-20,6,0,0,0,0,0,5,0,1,0
18-Oct-20,4,1,0,0,0,1,1,0,1,0
19-Oct-20,5,0,0,1,0,1,1,1,1,0
20-Oct-20,8,0,1,1,0,1,4,1,0,0
21-Oct-20,3,0,0,0,0,1,1,1,0,0
22-Oct-20,4,0,0,0,0,1,2,0,1,0
23-Oct-20,1,0,0,0,0,0,0,0,1,0
24-Oct-20,4,0,0,0,0,0,0,1,3,0
25-Oct-20,4,0,0,0,0,0,4,0,0,0
26-Oct-20,2,0,0,0,1,0,0,1,0,0
27-Oct-20,13,0,3,0,0,0,3,4,3,0
28-Oct-20,2,0,0,0,0,1,1,0,0,0
29-Oct-20,4,0,0,0,0,0,4,0,0,0
30-Oct-20,7,0,0,1,0,1,0,0,5,0
31-Oct-20,2,0,0,0,0,1,1,0,0,0
1-Nov-20,3,0,0,1,0,2,0,0,0,0
2-Nov-20,3,0,0,0,0,2,1,0,0,0
3-Nov-20,2,0,0,0,1,0,1,0,0,1
4-Nov-20,5,0,0,0,1,0,3,0,1,0
5-Nov-20,1,0,0,0,1,0,0,0,0,0
6-Nov-20,8,0,0,0,0,0,8,0,0,0
7-Nov-20,4,0,1,0,1,0,1,1,0,0
8-Nov-20,2,0,0,0,0,0,0,2,0,0
9-Nov-20,1,0,0,0,0,0,0,0,1,3
10-Nov-20,2,0,0,0,0,0,0,1,1,0
11-Nov-20,0,0,0,0,0,0,0,0,0,0
12-Nov-20,1,0,0,0,0,0,1,0,0,0
13-Nov-20,0,0,0,0,0,0,0,0,0,0
14-Nov-20,3,0,0,0,0,1,0,1,1,1
15-Nov-20,4,0,0,0,1,1,0,1,1,0
16-Nov-20,1,0,0,0,0,0,0,0,1,0
17-Nov-20,1,0,0,0,0,0,0,1,0,1
18-Nov-20,1,0,1,0,0,0,0,0,0,0
19-Nov-20,3,0,1,0,0,1,1,0,0,0
20-Nov-20,1,0,0,0,0,0,1,0,0,0
21-Nov-20,2,0,0,0,1,1,0,0,0,0
22-Nov-20,4,0,0,0,0,2,1,1,0,0
23-Nov-20,3,0,1,0,0,1,0,1,0,0
24-Nov-20,1,0,0,0,1,0,0,0,0,0
25-Nov-20,2,0,0,0,1,0,1,0,0,0
26-Nov-20,0,0,0,0,0,0,0,0,0,0
27-Nov-20,1,0,0,0,0,0,0,1,0,0
28-Nov-20,5,0,0,0,2,1,0,1,1,0
29-Nov-20,2,0,0,0,0,2,0,0,0,0
30-Nov-20,4,0,0,1,1,0,0,0,2,0
1-Dec-20,4,0,0,0,1,1,0,1,1,1
2-Dec-20,5,0,0,1,0,3,1,0,0,0
3-Dec-20,6,0,0,0,2,1,1,0,2,0
4-Dec-20,3,0,0,0,3,0,0,0,0,0
5-Dec-20,0,0,0,0,0,0,0,0,0,0
6-Dec-20,3,0,0,0,0,2,0,0,1,0
7-Dec-20,4,0,0,0,0,2,0,0,2,0
8-Dec-20,2,0,0,0,1,1,0,0,0,0
9-Dec-20,1,0,0,0,0,1,0,0,0,0
10-Dec-20,5,0,0,0,0,2,0,1,2,0
11-Dec-20,3,0,0,0,0,2,0,0,1,1
12-Dec-20,2,0,0,0,1,1,0,0,0,0
13-Dec-20,3,0,0,1,0,1,0,0,1,0
14-Dec-20,4,1,1,0,1,0,1,0,0,0
15-Dec-20,4,0,0,0,3,0,0,1,0,0
16-Dec-20,2,0,0,0,0,2,0,0,0,0
17-Dec-20,8,0,0,0,3,4,1,0,0,0
18-Dec-20,24,0,0,0,21,2,0,0,1,0
19-Dec-20,24,2,0,0,17,0,4,0,1,0
20-Dec-20,29,0,0,0,28,0,0,1,0,0
21-Dec-20,22,0,1,1,13,4,1,0,2,1
22-Dec-20,10,0,0,0,4,1,1,1,3,0
23-Dec-20,11,0,0,0,3,1,1,1,5,0
24-Dec-20,15,0,0,0,9,1,0,2,3,0
25-Dec-20,10,0,0,0,2,2,2,3,1,0
26-Dec-20,8,0,0,0,5,1,0,2,0,0
27-Dec-20,10,0,0,0,4,2,2,0,2,0
28-Dec-20,6,0,0,0,5,0,0,0,1,0
29-Dec-20,7,1,0,0,1,3,1,1,0,0
30-Dec-20,27,1,2,0,7,4,5,6,2,0
31-Dec-20,5,0,0,0,2,2,0,0,1,0
1-Jan-21,10,0,0,0,1,1,0,0,8,0
2-Jan-21,14,0,0,0,2,5,4,1,2,0
3-Jan-21,6,0,1,0,2,1,0,0,2,0
4-Jan-21,6,0,0,0,1,0,0,1,4,0
5-Jan-21,4,1,0,0,0,0,0,0,3,0
6-Jan-21,3,0,0,0,1,0,0,0,2,0
7-Jan-21,6,0,0,0,0,4,0,0,2,1
8-Jan-21,4,0,1,0,1,0,0,2,0,0
9-Jan-21,8,0,0,1,1,0,2,2,2,1
10-Jan-21,4,0,0,0,0,0,1,2,1,0
11-Jan-21,6,0,0,0,3,0,0,1,2,1
12-Jan-21,7,0,0,0,2,0,1,2,2,1
13-Jan-21,3,0,0,0,0,0,1,1,1,0
14-Jan-21,0,0,0,0,0,0,0,0,0,0
15-Jan-21,1,0,0,0,0,0,1,0,0,0
16-Jan-21,7,0,0,0,1,2,0,1,3,0
17-Jan-21,12,0,0,0,4,0,3,0,5,0
18-Jan-21,0,0,0,0,0,0,0,0,0,0
19-Jan-21,1,1,0,0,0,0,0,0,0,0
20-Jan-21,1,0,0,0,1,0,0,0,0,1
21-Jan-21,3,0,0,0,0,1,1,1,0,0
22-Jan-21,0,0,0,0,0,0,0,0,0,0
23-Jan-21,0,0,0,0,0,0,0,0,0,0
24-Jan-21,1,0,0,0,1,0,0,0,0,0
25-Jan-21,0,0,0,0,0,0,0,0,0,0
26-Jan-21,3,0,0,0,1,1,0,1,0,0
27-Jan-21,0,0,0,0,0,0,0,0,0,0
28-Jan-21,3,0,0,0,2,1,0,0,0,0
29-Jan-21,0,0,0,0,0,0,0,0,0,0
30-Jan-21,2,0,0,0,0,1,0,0,1,0
31-Jan-21,1,0,0,0,0,0,1,0,0,0
1-Feb-21,3,1,0,0,0,0,0,1,1,0
2-Feb-21,0,0,0,0,0,0,0,0,0,0
3-Feb-21,0,0,0,0,0,0,0,0,0,0
4-Feb-21,1,0,0,0,0,0,0,0,1,0
5-Feb-21,0,0,0,0,0,0,0,0,0,0
6-Feb-21,2,0,0,0,0,0,1,0,1,0
7-Feb-21,0,0,0,0,0,0,0,0,0,0
8-Feb-21,4,0,1,0,1,1,0,1,0,0
9-Feb-21,3,0,0,0,0,0,1,2,0,0
10-Feb-21,1,0,0,0,0,0,0,0,1,0
11-Feb-21,1,0,0,0,0,1,0,0,0,0
12-Feb-21,0,0,0,0,0,0,0,0,0,0
13-Feb-21,0,0,0,0,0,0,0,0,0,0
14-Feb-21,0,0,0,0,0,0,0,0,0,0
15-Feb-21,0,0,0,0,0,0,0,0,0,0
16-Feb-21,1,0,0,0,0,0,1,0,0,0
17-Feb-21,1,0,0,0,0,1,0,0,0,0
18-Feb-21,0,0,0,0,0,0,0,0,0,0
19-Feb-21,1,0,1,0,0,0,0,0,0,0
20-Feb-21,0,0,0,0,0,0,0,0,0,0
21-Feb-21,1,0,0,0,0,0,0,0,1,0
22-Feb-21,1,0,0,0,0,0,0,0,1,0
23-Feb-21,3,0,0,0,0,1,1,0,1,0
24-Feb-21,3,0,0,0,0,1,0,0,2,0
25-Feb-21,3,0,0,0,0,1,0,0,2,0
26-Feb-21,4,0,0,0,2,0,2,0,0,0
27-Feb-21,3,0,0,0,0,0,2,0,1,0
28-Feb-21,1,0,0,0,0,0,0,0,1,0
1-Mar-21,2,0,0,0,0,0,0,0,2,1
2-Mar-21,1,0,0,0,0,0,0,0,1,0
3-Mar-21,4,0,0,0,2,0,0,2,0,0
4-Mar-21,1,0,0,0,0,0,1,0,0,0
5-Mar-21,9,0,0,0,0,0,4,0,5,0
6-Mar-21,2,0,0,0,0,0,0,2,0,0
7-Mar-21,1,0,0,0,0,0,1,0,0,0
8-Mar-21,0,0,0,0,0,0,0,0,0,0
9-Mar-21,2,0,0,0,1,0,0,0,1,0
10-Mar-21,5,0,1,0,0,0,0,1,3,0
11-Mar-21,3,1,0,0,1,0,0,1,0,0
12-Mar-21,4,0,0,0,0,0,3,0,1,0
13-Mar-21,0,0,0,0,0,0,0,0,0,0
14-Mar-21,2,0,0,0,0,1,0,1,0,0
15-Mar-21,1,0,0,0,0,0,1,0,0,0
16-Mar-21,0,0,0,0,0,0,0,0,0,0
17-Mar-21,3,0,0,0,3,0,0,0,0,0
18-Mar-21,5,0,0,0,1,3,0,0,1,0
19-Mar-21,0,0,0,0,0,0,0,0,0,0
20-Mar-21,2,0,0,0,0,0,2,0,0,0
21-Mar-21,1,0,0,0,0,1,0,0,0,0
22-Mar-21,2,0,0,0,1,0,0,0,1,1
23-Mar-21,0,0,0,0,0,0,0,0,0,0
24-Mar-21,3,0,0,0,0,0,2,0,1,0
25-Mar-21,1,0,0,0,0,0,0,0,1,0
26-Mar-21,2,0,0,0,0,0,1,1,0,0
27-Mar-21,1,0,0,0,0,0,1,0,0,0
28-Mar-21,0,0,0,0,0,0,0,0,0,0
29-Mar-21,2,0,0,0,0,0,0,0,2,0
30-Mar-21,1,0,0,1,0,0,0,0,0,0
31-Mar-21,4,0,0,0,0,0,1,0,3,0
1-Apr-21,2,0,0,0,0,1,1,0,0,0
